iter	Passed	Remaining
549	1934	1582
550	1937	1578
551	1940	1574
552	1943	1571
553	1947	1567
554	1950	1564
555	1953	1560
556	1957	1556
557	1960	1552
558	1963	1548
559	1966	1545
560	1969	1541
561	1972	1537
562	1976	1533
563	1979	1530
564	1982	1526
565	1985	1522
566	1988	1518
567	1991	1514
568	1994	1510
569	1997	1506
570	2000	1503
571	2003	1499
572	2006	1495
573	2010	1491
574	2013	1488
575	2016	1484
576	2019	1480
577	2022	1476
578	2025	1472
579	2028	1468
580	2031	1465
581	2034	1461
582	2037	1457
583	2040	1453
584	2043	1450
585	2046	1446
586	2050	1442
587	2053	1438
588	2056	1434
589	2059	1430
590	2062	1427
591	2065	1423
592	2068	1419
593	2071	1415
594	2074	1412
595	2077	1408
596	2081	1404
597	2084	1401
598	2087	1397
599	2090	1393
600	2093	1389
601	2096	1386
602	2099	1382
603	2102	1378
604	2105	1374
605	2108	1371
606	2111	1367
607	2114	1363
608	2117	1359
609	2120	1356
610	2123	1352
611	2126	1348
612	2129	1344
613	2133	1340
614	2136	1337
615	2139	1333
616	2142	1329
617	2145	1326
618	2148	1322
619	2151	1318
620	2154	1315
621	2157	1311
622	2161	1307
623	2164	1304
624	2167	1300
625	2171	1297
626	2174	1293
627	2177	1289
628	2180	1286
629	2183	1282
630	2186	1278
631	2189	1274
632	2192	1271
633	2195	1267
634	2198	1263
635	2202	1260
636	2204	1256
637	2208	1253
638	2211	1249
639	2214	1245
640	2217	1242
641	2220	1238
642	2223	1234
643	2227	1231
644	2229	1227
645	2232	1223
646	2236	1220
647	2239	1216
648	2242	1212
649	2245	1209
650	2248	1205
651	2251	1201
652	2254	1198
653	2258	1194
654	2261	1191
655	2264	1187
656	2267	1183
657	2270	1180
658	2273	1176
659	2277	1173
660	2280	1169
661	2283	1166
662	2286	1162
663	2289	1158
664	2293	1155
665	2296	1151
666	2299	1147
667	2302	1144
668	2305	1140
669	2308	1137
670	2311	1133
671	2314	1129
672	2317	1126
673	2320	1122
674	2324	1119
675	2328	1115
676	2331	1112
677	2333	1108
678	2336	1104
679	2339	1101
680	2343	1097
681	2346	1094
682	2349	1090
683	2352	1086
684	2355	1083
685	2358	1079
686	2361	1075
687	2364	1072
688	2367	1068
689	2370	1065
690	2373	1061
691	2376	1057
692	2380	1054
693	2383	1050
694	2386	1047
695	2389	1043
696	2392	1039
697	2395	1036
698	2398	1032
699	2401	1029
700	2404	1025
701	2408	1022
702	2413	1019
703	2417	1016
704	2421	1013
705	2428	1011
706	2436	1009
707	2441	1007
708	2447	1004
709	2451	1001
710	2454	997
711	2457	994
712	2460	990
713	2463	986
714	2466	983
715	2469	979
716	2473	976
717	2476	972
718	2479	969
719	2482	965
720	2485	961
721	2488	958
722	2491	954
723	2494	951
724	2497	947
725	2500	943
726	2503	940
727	2506	936
728	2510	933
729	2514	929
730	2517	926
731	2520	922
732	2523	919
733	2527	915
734	2530	912
735	2533	908
736	2536	905
737	2540	901
738	2543	898
739	2546	894
740	2549	891
741	2552	887
742	2555	883
743	2558	880
744	2561	876
745	2564	873
746	2567	869
747	2570	865
748	2573	862
749	2576	858
750	2579	855
751	2582	851
752	2585	848
753	2589	844
754	2592	841
755	2595	837
756	2598	834
757	2602	830
758	2605	827
759	2608	823
760	2611	820
761	2614	816
762	2617	813
763	2620	809
764	2623	806
765	2627	802
766	2630	799
767	2633	795
768	2637	792
769	2640	788
770	2643	785
771	2646	781
772	2649	777
773	2652	774
774	2655	770
775	2658	767
776	2662	764
777	2664	760
778	2668	756
779	2671	753
780	2674	749
781	2677	746
782	2681	743
783	2684	739
784	2688	736
785	2691	732
786	2694	729
787	2697	725
788	2700	722
789	2703	718
790	2706	715
791	2709	711
792	2713	708
793	2716	704
794	2720	701
795	2723	697
796	2726	694
797	2729	690
798	2733	687
799	2736	684
800	2739	680
801	2742	677
802	2745	673
803	2749	670
804	2752	666
805	2755	663
806	2758	659
807	2761	656
808	2764	652
809	2767	649
810	2770	645
811	2774	642
812	2777	638
813	2779	635
814	2783	631
815	2786	628
816	2789	624
817	2792	621
818	2795	617
819	2798	614
820	2801	610
821	2804	607
822	2807	603
823	2811	600
824	2814	596
825	2817	593
826	2820	589
827	2823	586
828	2826	582
829	2829	579
830	2832	576
831	2835	572
832	2839	569
833	2842	565
834	2845	562
835	2849	558
836	2852	555
837	2855	551
838	2858	548
839	2861	545
840	2864	541
841	2867	538
842	2870	534
843	2873	531
844	2876	527
845	2880	524
846	2883	520
847	2886	517
848	2889	513
849	2892	510
850	2895	507
851	2898	503
852	2901	500
853	2904	496
854	2907	493
855	2910	489
856	2914	486
857	2917	482
858	2920	479
859	2924	476
860	2927	472
861	2930	469
862	2933	465
863	2936	462
864	2939	458
865	2942	455
866	2945	451
867	2949	448
868	2952	445
869	2955	441
870	2958	438
871	2961	434
872	2964	431
873	2968	427
874	2971	424
875	2974	421
876	2977	417
877	2981	414
878	2984	410
879	2987	407
880	2990	403
881	2993	400
882	2997	397
883	3000	393
884	3003	390
885	3006	386
886	3009	383
887	3013	380
888	3016	376
889	3019	373
890	3022	369
891	3025	366
892	3028	362
893	3031	359
894	3034	356
895	3037	352
896	3041	349
897	3043	345
898	3047	342
899	3050	338
900	3053	335
901	3056	332
902	3060	328
903	3063	325
904	3066	321
905	3070	318
906	3073	315
907	3076	311
908	3079	308
909	3082	304
910	3086	301
911	3089	298
912	3092	294
913	3095	291
914	3099	287
915	3102	284
916	3105	281
917	3108	277
918	3111	274
919	3115	270
920	3118	267
921	3122	264
922	3125	260
923	3128	257
924	3131	253
925	3134	250
926	3138	247
927	3141	243
928	3144	240
929	3148	236
930	3151	233
931	3154	230
932	3158	226
933	3161	223
934	3164	220
935	3167	216
936	3171	213
937	3174	209
938	3177	206
939	3181	203
940	3184	199
941	3188	196
942	3191	192
943	3194	189
944	3197	186
945	3200	182
946	3203	179
947	3206	175
948	3210	172
949	3213	169
950	3216	165
951	3219	162
952	3222	158
953	3225	155
954	3229	152
955	3232	148
956	3236	145
957	3239	142
958	3242	138
959	3245	135
960	3248	131
961	3251	128
962	3255	125
963	3258	121
964	3261	118
965	3264	114
966	3267	111
967	3270	108
968	3274	104
969	3277	101
970	3280	97
971	3283	94
972	3287	91
973	3290	87
974	3293	84
975	3296	81
976	3300	77
977	3303	74
978	3306	70
979	3309	67
980	3312	64
981	3315	60
982	3320	57
983	3323	54
984	3326	50
985	3329	47
986	3332	43
987	3335	40
988	3339	37
989	3342	33
990	3345	30
991	3348	27
992	3352	23
993	3356	20
994	3359	16
995	3362	13
996	3366	10
997	3369	6
998	3372	3
999	3376	0
