iter	Logloss
164	0.635369575
165	0.6350678641
166	0.6348199765
167	0.6345691607
168	0.6341866913
169	0.6339584455
170	0.6336679132
171	0.6334965225
172	0.6332245574
173	0.6330581712
174	0.6328603676
175	0.6325748925
176	0.6323440266
177	0.6321514165
178	0.6319884397
179	0.6317298927
180	0.6314300264
181	0.6312262646
182	0.6309184164
183	0.6306901944
184	0.6304423642
185	0.6301754852
186	0.6298250594
187	0.6295796412
188	0.6293116517
189	0.6290311591
190	0.6288846087
191	0.6285204299
192	0.6282523918
193	0.6280047189
194	0.6277923989
195	0.627596301
196	0.6273392176
197	0.6271349612
198	0.6269709135
199	0.6267023056
200	0.6264603047
201	0.6262803088
202	0.6260699892
203	0.6257329655
204	0.6255125485
205	0.6252655576
206	0.6251511564
207	0.6248933877
208	0.6246502138
209	0.6244316631
210	0.624236351
211	0.6239747186
212	0.6236625645
213	0.6233975947
214	0.6231069319
215	0.622864405
216	0.6226237471
217	0.6223803884
218	0.6220663737
219	0.6218467248
220	0.6215796548
221	0.6213369509
222	0.6211022735
223	0.6207298383
224	0.6205142035
225	0.6201916681
226	0.6199862188
227	0.6198102412
228	0.61962918
229	0.6194236795
230	0.6192284938
231	0.6190707558
232	0.6188530919
233	0.6186452176
234	0.6183234877
235	0.618086955
236	0.6178985819
237	0.6176274719
238	0.6173300747
239	0.6171044628
240	0.6169759698
241	0.6166646373
242	0.6164972925
243	0.6161914436
244	0.6159248212
245	0.6156709652
246	0.6153925128
247	0.6152784988
248	0.615064448
249	0.6147858365
250	0.6145112109
251	0.614170742
252	0.6138997104
253	0.6136374872
254	0.6133559474
255	0.6130913661
256	0.6128599004
257	0.6127141005
258	0.6124992956
259	0.6122695698
260	0.6119383331
261	0.6117992908
262	0.611656024
263	0.6113254956
264	0.6111015252
265	0.6108604597
266	0.6105828937
267	0.6102519189
268	0.6100521308
269	0.6098612058
270	0.609592446
271	0.6093794568
272	0.6091244385
273	0.60895482
274	0.6086536664
275	0.6083894329
276	0.6081420132
277	0.6078322077
278	0.6076210978
279	0.6074138587
280	0.6071817142
281	0.6069434764
282	0.6066944191
283	0.6063848794
284	0.6060368945
285	0.6057420848
286	0.6055557262
287	0.6052280742
288	0.6050427476
289	0.6048466426
290	0.6045644638
291	0.6042607116
292	0.6040082275
293	0.6037539531
294	0.6035983934
295	0.6033881881
296	0.6031781778
297	0.6029593584
298	0.6026985915
299	0.602373807
300	0.602038775
301	0.6018298094
302	0.6015980883
303	0.6013499236
304	0.6011814304
305	0.6009537343
306	0.6006177084
307	0.6003861438
308	0.6001705735
309	0.6000433144
310	0.5997890507
311	0.5996496536
312	0.5994688901
313	0.5991790842
314	0.5989266162
315	0.5986856508
316	0.5984823589
317	0.5982366374
318	0.5980038157
319	0.5978604107
320	0.5976199363
321	0.5973095963
322	0.5971659551
323	0.5970070459
324	0.5966831317
325	0.596463845
326	0.5962115072
327	0.5960036508
328	0.5957644253
329	0.5955046853
330	0.5951083427
331	0.5949198951
332	0.5946549356
333	0.5944855884
334	0.5941948253
335	0.5938358113
336	0.5934935813
337	0.5931627736
338	0.5929486187
339	0.5926014154
340	0.5924051188
341	0.5921539441
342	0.5918647267
343	0.59158082
344	0.591170607
345	0.5909617002
346	0.5907403792
347	0.5905403898
348	0.5903397729
349	0.5901031857
350	0.5899002266
351	0.5896965756
352	0.5894491913
353	0.5891656971
354	0.5888805471
355	0.588536544
356	0.588337733
357	0.5880576665
358	0.5878386295
359	0.5876407694
360	0.5873724555
361	0.5871182608
362	0.5868487963
363	0.5866752819
364	0.5864822675
365	0.5862004289
366	0.5859327759
367	0.5855143702
368	0.585075821
369	0.5847752333
370	0.5845297956
371	0.5842061087
372	0.5839981358
373	0.5837719909
374	0.5834824261
375	0.583171597
376	0.5829628323
377	0.5827266689
378	0.5825616057
379	0.5821760687
380	0.5819251635
381	0.5817004884
382	0.5813867111
383	0.5810988569
384	0.5808075347
385	0.5805353607
386	0.5802894885
387	0.5800711541
388	0.5797515396
389	0.5794857323
390	0.5793194773
391	0.5791198122
392	0.5788085632
393	0.5784842351
394	0.5781317842
395	0.5779147885
396	0.5776146727
397	0.5772381824
398	0.5768546082
399	0.5765327322
400	0.5762299198
401	0.5758599346
402	0.5755954753
403	0.5753777521
404	0.5750165551
405	0.5746529715
406	0.5743907348
407	0.5740304551
408	0.573636106
409	0.5733219424
410	0.5729371509
411	0.5726316819
412	0.5723906505
413	0.5720718497
414	0.5717375674
415	0.5714396235
416	0.5710413177
417	0.5706797055
418	0.5703261437
419	0.570028351
420	0.5697536115
421	0.5695095951
422	0.5692499414
423	0.568835878
424	0.5685661431
425	0.5681940363
426	0.5679563471
427	0.5676459521
428	0.5672262522
429	0.5670001774
430	0.5667121204
431	0.5663668617
432	0.5661203852
433	0.5657383644
434	0.5654830081
435	0.5652041953
436	0.5648927286
437	0.5645237437
438	0.5642489044
439	0.5638503089
440	0.563441756
441	0.5631646572
442	0.5629167893
443	0.5625603125
444	0.562243146
445	0.5620017809
446	0.561737306
447	0.5614186237
448	0.5610929319
449	0.560809961
450	0.5605233811
451	0.5600563984
452	0.5597421779
453	0.5595225323
454	0.5593264406
455	0.5589344971
456	0.5586172806
457	0.5583305274
458	0.5579694138
459	0.5575728841
460	0.5571419167
461	0.5568100276
462	0.5565631078
463	0.5562357217
464	0.5560111488
465	0.5556135426
466	0.5552173356
467	0.5547805278
468	0.5544244778
469	0.5541120869
470	0.5538359669
471	0.5535828126
472	0.5533332762
473	0.5529735603
474	0.5526529791
475	0.5523962505
476	0.5522340474
477	0.5519465464
478	0.5516491689
479	0.5513130967
480	0.5510272952
481	0.5508270095
482	0.5504391128
483	0.5500517305
484	0.5497091758
485	0.5493797017
486	0.549022361
487	0.5487078912
488	0.5484140263
489	0.5480503926
490	0.5477278352
491	0.5475681496
492	0.547276185
493	0.5469130686
494	0.5466146375
495	0.5463260673
496	0.5460943242
497	0.5456972549
498	0.5453400369
499	0.5450263478
500	0.5446670134
501	0.544439478
502	0.5440803263
503	0.5437674866
504	0.5435548074
505	0.5432858621
506	0.542919131
507	0.5425861355
508	0.5422102352
509	0.541922684
510	0.5415295209
511	0.5413465434
512	0.5409837553
513	0.5407156567
514	0.5403590167
515	0.5401908015
516	0.5399317354
517	0.5396759418
518	0.5394538571
519	0.5390859132
520	0.5388044738
521	0.5384505039
522	0.538180528
523	0.5378433852
524	0.537563716
525	0.537198374
526	0.5368410761
527	0.5365950465
528	0.5363712327
529	0.5360453669
530	0.5356542629
531	0.5353327428
532	0.535004577
533	0.5346900907
534	0.5344032123
535	0.5341461136
536	0.5338314722
537	0.5336244422
538	0.5333723709
539	0.5329750759
540	0.5326759129
541	0.53236143
542	0.5320150026
543	0.5316517984
544	0.531463262
545	0.5311626369
546	0.5309033425
547	0.5306113177
548	0.5303652241
549	0.5301218982
550	0.5299366368
551	0.529597446
552	0.5293466481
553	0.5290854677
554	0.5286781671
555	0.5284478431
556	0.5280599009
557	0.5277998859
558	0.5275638101
559	0.5272770389
560	0.526950298
561	0.5266313628
562	0.5264602275
563	0.5262127208
564	0.5260257945
565	0.5256577587
566	0.5253325056
567	0.5250090983
568	0.5247864215
569	0.5244529146
570	0.5241699481
571	0.5239019762
572	0.5236475054
573	0.5233837923
574	0.5229552509
575	0.5227206567
576	0.5224473319
577	0.5222604582
578	0.5220409036
579	0.5217173936
580	0.5214513741
581	0.5212983614
582	0.5210616303
583	0.5208051559
584	0.5205036995
585	0.5203124992
586	0.5200329258
587	0.5198409782
588	0.5195494764
589	0.5192518291
590	0.519023167
591	0.5186431725
592	0.5183113157
593	0.5180690712
594	0.5178312603
595	0.517583499
596	0.517264381
597	0.5169256494
598	0.5166618329
599	0.5164102058
600	0.5161383022
601	0.5158311001
602	0.5156381303
603	0.5153920788
604	0.5150453093
605	0.5147261112
606	0.5143252404
607	0.5139278816
608	0.5136847858
609	0.513341954
610	0.5130832874
611	0.5128485096
612	0.5125532448
613	0.5122913157
614	0.5119643524
615	0.5116788782
616	0.5113097757
617	0.5110657412
618	0.5107576219
619	0.5104650895
620	0.5101975192
621	0.5099621914
622	0.5096774803
623	0.5094409208
624	0.5091821143
625	0.5089717668
626	0.5086098489
627	0.5083680673
628	0.5081318802
629	0.5077806091
630	0.5074619507
631	0.5072357845
632	0.5068654078
633	0.5065904715
634	0.5063057329
635	0.5059084763
636	0.505575481
637	0.50520711
638	0.5049633908
639	0.5046138876
640	0.5042835925
641	0.5039508968
642	0.5037162395
643	0.5034934682
644	0.503245312
645	0.5030217079
646	0.5026715505
647	0.5024442179
648	0.5022117282
649	0.5020027669
650	0.5016712943
651	0.5013476399
652	0.5010637641
653	0.5007723967
654	0.5005149628
655	0.5002979187
656	0.5000338893
657	0.4997556763
658	0.4995298167
659	0.4993292823
660	0.4991071269
661	0.4988202805
662	0.4985308123
663	0.4983037581
664	0.4980068627
665	0.4977199045
666	0.4975312863
667	0.4973277168
668	0.497026536
669	0.496705466
670	0.49644732
671	0.4961251572
672	0.4959227654
673	0.4955890042
674	0.4953286458
675	0.4949830724
676	0.4947436451
677	0.4944587822
678	0.4942324741
679	0.4940380905
680	0.493717546
681	0.4934343531
682	0.4932399076
683	0.4928729819
684	0.4926415094
685	0.492391856
686	0.4921125054
687	0.4917537646
688	0.4915259277
689	0.4912707383
690	0.4910324345
691	0.4908557187
692	0.4905893163
693	0.4903860476
694	0.4901104837
695	0.4898146037
696	0.4895247221
697	0.489279188
698	0.4890964498
699	0.4888238461
700	0.4885975394
701	0.4882486915
702	0.4880580592
703	0.4877377722
704	0.487521617
705	0.4873352969
706	0.4870841376
707	0.4867902181
708	0.4865255765
709	0.4862199625
710	0.4859275692
711	0.4856595354
712	0.4854573527
713	0.4852692103
714	0.4850553656
715	0.4849005361
716	0.4845707103
717	0.4843054743
718	0.484002087
719	0.4837031445
720	0.4835297219
721	0.4832374601
722	0.4830469471
723	0.4827929679
724	0.4825229114
725	0.4823358741
726	0.482055876
727	0.481875928
728	0.4816277229
729	0.4812735757
730	0.4809702811
731	0.4806904363
732	0.4803985254
733	0.4802089867
734	0.4799614926
735	0.4797050121
736	0.4793528186
737	0.4791162809
738	0.4788109522
739	0.478575708
740	0.4783144301
741	0.4780283415
742	0.4778542614
743	0.4776611583
744	0.4773741721
745	0.4771225712
746	0.4768909912
747	0.4766743321
748	0.4763561785
749	0.4761815833
750	0.4759233215
751	0.4756048936
752	0.4754231851
753	0.4751792845
754	0.4749928123
755	0.4746821974
756	0.4744595197
757	0.4743060283
758	0.4741141845
759	0.4738333594
760	0.4736255008
761	0.4734048329
762	0.4731197262
763	0.4728171048
764	0.4725198112
765	0.4722815142
766	0.4719965418
767	0.4717397707
768	0.4714922159
769	0.4711824307
770	0.4709082754
771	0.4706700627
772	0.4704537513
773	0.4701580652
774	0.4698275035
775	0.469599698
776	0.4693053858
777	0.4690900075
778	0.4689000893
779	0.4686550943
780	0.4684146663
781	0.46816719
782	0.4678778371
783	0.4676064684
784	0.4673115289
785	0.4670720678
786	0.466782377
787	0.4664910241
788	0.4662990421
789	0.4660990553
790	0.465891477
791	0.4657169676
792	0.4654774497
793	0.4652439821
794	0.4649332293
795	0.4646309458
796	0.4644409976
797	0.4640613933
798	0.4638401132
799	0.4636421267
800	0.463338797
801	0.4630612499
802	0.4627657718
803	0.462521244
804	0.4622402542
805	0.4620546546
806	0.4618610094
807	0.4616804867
808	0.4614769278
809	0.4612709027
810	0.4610640127
811	0.4607791925
812	0.4604888013
813	0.4603085071
814	0.4600100638
815	0.4597637939
816	0.4595477014
817	0.4593718967
818	0.4590949458
819	0.4588436939
820	0.4586000796
821	0.4582996909
822	0.4580628739
823	0.4577866977
824	0.4574983
825	0.4573054797
826	0.4569888362
827	0.4567426362
828	0.4565528829
829	0.4563343518
830	0.4560501148
831	0.4558193628
832	0.4556142264
833	0.4554627538
834	0.4552229517
835	0.455017109
836	0.4547261613
837	0.4544944949
838	0.4542394824
839	0.4540135086
840	0.4537302311
841	0.4534396868
842	0.4532118344
843	0.4529458341
844	0.4527494486
845	0.4525391858
846	0.4523863298
847	0.4521923137
848	0.4520116648
849	0.4517440487
850	0.4515564223
851	0.4513183339
852	0.4511758365
853	0.450862966
854	0.4506564223
855	0.4504738685
856	0.4503618037
857	0.4501456523
858	0.4498411979
859	0.4496220722
860	0.4493794295
861	0.4491512945
862	0.4489097177
863	0.4487958168
864	0.4485150847
865	0.448243737
866	0.4479735486
867	0.447676785
868	0.4474973042
869	0.447306257
870	0.4469989732
871	0.4468170604
872	0.4466132698
873	0.446420076
874	0.4462173842
875	0.4459647671
876	0.4457691836
877	0.4456745354
878	0.4454354505
879	0.4451890667
880	0.4449699946
881	0.4446980615
882	0.444479428
883	0.444232339
884	0.4439836748
885	0.4437560597
886	0.4436076606
887	0.4433759275
888	0.4431438929
889	0.4429370837
890	0.4427025161
891	0.4425027087
892	0.4422442911
893	0.4420781086
894	0.441875301
895	0.441709833
896	0.4414296826
897	0.4412058239
898	0.4409902816
899	0.4408005143
900	0.4405935238
901	0.4404097624
902	0.4402072321
903	0.4399630613
904	0.4396739104
905	0.4395070668
906	0.4393075092
907	0.4391165029
908	0.4388239864
909	0.4385608483
910	0.438384681
911	0.4380927086
912	0.437924644
913	0.437689162
914	0.4374243122
915	0.4371708704
916	0.4369903614
917	0.4367343613
918	0.4365310801
919	0.4363418811
920	0.4361228541
921	0.4358515275
922	0.4356669122
923	0.4354801619
924	0.4352870222
925	0.4350635279
926	0.4347920047
927	0.434529321
928	0.4343351907
929	0.4340994545
930	0.4339535176
931	0.4337165156
932	0.4334353686
933	0.433230185
934	0.4329864499
935	0.4328222933
936	0.4326397893
937	0.4324488782
938	0.4322816781
939	0.4320769782
940	0.4319077214
941	0.4316753304
942	0.431406089
943	0.4312018875
944	0.4310353167
945	0.4308238614
946	0.4305490347
947	0.4302876978
948	0.4300510048
949	0.429831926
950	0.4295767652
951	0.429383519
952	0.4292098755
953	0.429011049
954	0.428753934
955	0.4285162865
956	0.4282754281
957	0.4280101464
958	0.4278249899
959	0.4275265787
960	0.4273436035
961	0.4270681688
962	0.426902484
963	0.4265901803
964	0.4263376829
965	0.4261543172
966	0.4259479697
967	0.4257324799
968	0.4255930992
969	0.4254408739
970	0.4252095778
971	0.4249952108
972	0.4248140906
973	0.4246606084
974	0.424499593
975	0.4241802246
976	0.4239620776
977	0.4237387331
978	0.4234527828
979	0.4232537517
980	0.4230005788
981	0.4226927317
982	0.4224100059
983	0.4222379493
984	0.4220288943
985	0.4218223251
986	0.4215234306
987	0.4212964717
988	0.4210999126
989	0.4209034785
990	0.4206506556
991	0.4204048836
992	0.4201726063
993	0.4199999689
994	0.4197309243
995	0.4195939547
996	0.4193620944
997	0.419114035
998	0.4189014247
999	0.4186362151
